,hotel,review
6375,96,"This is a hidden gem, a very nice and neat cabin, a good place to enjoy the mountains ⛰👍🏼💚"
6376,96,Mark is a great host!!
6377,96,Extremely nice! Had a great time. Would definitely stay there again.
6378,96,"This cabin is great! There were three adults in our party, and we all agreed that we could not
have found a better place. When you first leave your car, you hear the wonderful sound of the creek, which flows right in front of the cabin. There are several rocking chairs on the covered front porch so that you can sit and enjoy the sound effects! The cabin itself is well appointed with just about everything that we needed for our four-night stay. Mark provides good information before check-in, and he was readily available for the several questions that we texted him. Be sure that your phones are programmed for calling over wifi, because you will not get cell service. Murphy itself is a small community, and we had good food at the Red Brick Deli and at the Brewery. Don’t bother with the Chophouse, but do hit up The Sweet Tooth for some Mayfield’s ice cream!"
6379,96,This was exactly what we needed as a family. The cabin was stocked better than anyplace else we have stayed. Mark was great communicating with us. Unfortunately we did not catch any trout but my son and our dog had a blast playing in the creek. Overall it was a great vacation.
6380,96,"Mark’s cabin is a clean, comfortable place to stay about 15 minutes from town. The location right on a beautiful, fast-flowing stream is just incredible. You hear the rush of water as soon as you step out of your car. We spent much of our vacation fishing — and by fishing I mean standing by the water with fishing lines in a completely empty stream. The water is crystal clear and we saw no life the whole time we were there. But that was ok by us. Just standing out there was relaxing and restorative. My only issues with the cabin was that while the listing mentioned WiFi in the name and description of the cabin, I got a message the evening before check-in that we could not stream anything on his internet. That’s an important note that would have been nice to know when booking — not the day before arrival. I talked with him about it and he said he changed the listing to reflect that streaming is not allowed. Obviously, that’s not a dealbreaker in many cases, but if you plan to handle any work video calls while there or stream TV, music, movies, this isn’t the place for you. In that very lengthy note Mark also said he would only provide one roll of toilet paper and limited other items. That would have also been helpful to know beforehand as we are still trying to avoid going into stores now and had to stop along the way with a baby and two dogs. Not ideal. Overall, I would not book again because I feel the WiFi info was a bit of a bait and switch, but the location on the water is truly spectacular if you’re looking for a place to relax."
6381,96,Fern Hallow was absolutely perfect. Couldn't ask for more gorgeously secluded creek spot. Me and my dog hope to make this a regular getaway spot for us. Mark was an excellent host with great communication. You could really tell how much he cares for this beautiful cabin. Kitchen and cabin were well stocked with essentials.
6382,96,"Mark is an excellent host! The cabin was just as described! Clean, well maintained and fully stocked! We enjoyed our downtime watching movies and hanging out by the creek."
6383,96,One of the best furnished/decorated cabins I've ever stayed in. Great location and very clean.
6384,96,"Loved our stay at Mark’s cabin by the creek. Everything is as pictured and as described. Cabin was exceptionally clean with no visible bugs or cobwebs you might expect staying in a cabin. We enjoyed the charcoal grill, making a fire and roasting s’mores Mark left for us. The creek is great for wading and our dog loved it! Murphy is close by with a River walk and busy town square. Check out the new family operated Mimo’s for homemade ice cream! Would love to rebook this place in the fall!"
6385,96,Very beautiful and peaceful! if your looking for a quiet trip to just relax this is the place for you!
6386,96,This place is definitely a trip to remember. The cabin and stream were even better than they looked in the pictures.
6387,96,Great place for unwinding. The trout stream was a nice touch for this old fly fisherman! Quiet and nicely appointed. We will likely be back. Owner was great and made sure the cabin was clean and stocked with essentials.
6388,96,"We would definitely recommend this cabin and host. The place was spotless and very nicely furnished, and communication with Mark was always easy and helpful. Kitchen was well-equipped and the furniture and beds were comfortable."
6389,96,"Fern Hollow was nothing short of amazing!!! We traveled with small children and I was nervous, but there were even baby gates, board games & a sippy cup. The entire family thoroughly enjoyed this vacation and we would definitely stay there again!"
6390,96,"Great getaway! Cabin was very clean and felt very warm and homey. Perfect setting on a beautiful lot with a creek that has trout. Has all you need, private and so beautiful!!"
6391,96,"The cabin location is idyllic—-a true “gem”. Set well back from the road, through the woods, all with ease of access. We thoroughly enjoyed the sight and sound of the rushing stream throughout our stay—-so much so, we did not use air-conditioning so we could leave the windows open to enjoy the sound when in cabin. (Due to location- air would only be needed in late afternoon if the humidity climbs). With the exception of a brief trip to the quaint town of Murphy, we spent all our time at the cabin—either on the porch—-in our hammocks strung up right by the stream, or at the fire pit. We loved the setting of this cabin and did not want to leave—the stream and surrounding forest, the seclusion and privacy, were the best we have experienced of the many cabins we have stayed at in the mountains. The cabin was also very well stocked and the kitchen had everything we needed to cook all our meals—-we loved the gas stove. Cabin furnishings were comfortable, good lighting, ceiling fans and cozy decor. Great views from the very large, well placed screened and plentiful windows—brought the outdoors in. The choice of gas and/or charcoal grilling is a great amenity you don’t normally have (charcoal is ours), and was appreciated. We brought just one-of our pups, (even though Mark let us know we could bring both) and due to the clear and easy access to the stream —our senior doodle Annie was able to enjoy the area. Mark was an attentive host—wanting to make sure we enjoyed our stay and response was always quick. We would love to return someday! FYI: if you enjoy a scenic drive, turn left when leaving the driveway & head up the mountain, the road meanders along the stream, with small waterfalls, eventually turning into a well maintained narrow gravel road, if you take it over the mountain, (which we did) it becomes paved again and takes you into the Cherokee National Park, and the paved road is all along streams (eventually river) with incredible views and waterfalls. There are public restrooms along the way. It was a wonderful drive, that we took as we were headed home. The 3 hours it added to our travel home was well worth it!"
6392,96,Mark gives great details/directions about his home and Murphy. He responded quickly to some questions we had. The place is very cute and the stream nearby is very peaceful. Definitely recommend if you’re staying in Murphy!
6393,96,"This cabin exceeded my expectations. It was so comfortable and cozy! We loved the fireplace inside and all the cooking and kitchen supplies provided. The beds are comfortable and it was SPARKLING CLEAN!
We really appreciated how Mark left supplies for s’mores’ too! Our favorite part was the outdoor area with plenty of chairs, fire pit, and the creek. My 4 year old son spent the entire weekend fishing and playing in the water. It was exactly what we were hoping for and more!"
6394,96,The cabin was immaculate and the proximity to the creek was one of the best features. Mark was a great host with stellar communication and would always answer questions in a span of minutes.
6395,96,"This house is great! The spot on the creek is wonderful, I caught 2 brook trout there and it is a great spot to fly fish. Mark was a very kind host, thoughtful with many details, suggestions about what to do and the area. The internet is not made for streaming, but allowed access to phone calls, check email, web surfing, etc. It is very secluded and comfortable, a great spot to unplug and unwind. We will look forward to staying there again soon."
6396,96,This was a great secluded cabin. Mark was great about staying in contact in case we needed anything. The stream and outdoor space were beautiful and just what we needed for some relaxation. We didn’t want to leave.
6397,98,"What a beautiful and fantastic place to relax and unwind. A truly unique, thoughtful and inspiring retreat. Catherine and Rick were perfect hosts who’ve poured hard work and life dreams into creating and sharing this “River Runs Trough It” homestead. It was a wonderful experience! Thank you for sharing your story and property with us!"
6398,98,"My fiancé and I couldn’t stop raving about this place! Catherine was so responsive and inviting even before we arrived. The cabin and the view were indescribable! Catherine and her husband Rick, take such amazing care of their farm, it doesn’t even look real. This was hands down our favorite getaway, and we can’t wait to go back again! We highly recommended booking this place, you will be jaw dropped! Thank you so much Catherine and Rick!!!"
6399,98,"I am not even sure where to begin! For our anniversary each year, my husband and I choose a getaway and I have to say this place exceeded ALL of our expectations and is the best place we have stayed so far!! Catherine and Rick were beyond helpful and friendly and made our stay so enjoyable. The place was so beautiful, clean and so incredibly peaceful! We are already planning our next stay with them and absolutely cannot wait! Thank you Catherine and Rick for sharing your home with us!!"
6400,98,"Wow this place was absolutely beautiful!! It’s great in pictures, but even better in person! The cabin was wonderfully decorated and was so comfortable! The location was great, close to Asheville and downtown Waynesville. Not far from grocery stores, restaurants, and amazing hikes within an hour drive through the mountains. There’s a ton to see on the property as well. Catherine was absolutely wonderful and very helpful! We can’t wait to come back!"
6401,98,"I must say, this place absolutely exceeded my expectations. Not only was Catherine (and her husband) incredibly kind, she made us feel right at home on their entire property. The views are some of the best in North Carolina and we felt like we had our own private cabin in the middle of the mountains. If I could give 6 stars I would haha!
Thank you again for everything!"
6402,98,You all are an incredible couple and we loved having you! Your stay not only supports the farm but makes it fun for us to share it. Thank you for taking the time to write a very generous review and for taking exceptional care of the cabin. We hope you will consider another visit soon!
6403,98,"I couldn’t get home fast enough to complete my review!! This place is absolutely BREATHTAKING!! If the days you want are available, just book now! Although the pictures in the listing are captivating, the pictures don’t really capture the beauty of this place! I think my favorite part was the serenity, extremely quiet and peaceful. I traveled here as a single, woman and I felt very safe my entire stay, I even had the garage door up at night while I settled in for the evening! The bed and sheets are absolute luxury, better than any hotel! Catherine’s communication is prompt and thoughtful! Although pets are welcome here, if you aren’t a “pet-person”, I guarantee you will never know this is a pet-friendly rental— it is absolutely spotless and no odd smells! I felt right at home! This is my first time traveling to an airbnb where I was planning my next visit before I checked out✨"
6404,98,You are a dream Erika! Thank you for your very generous and insightful reveiw! We loved having you and appreciate how enthusiastic and supportive you are. We hope you will indeed plan a return visit and experience a different season!
6405,98,Catherine’s great! 17N was absolutely beautiful!!! 10/10 would recommend.
6406,98,"You all are a 10/10 too! Thank you for being so delightful, enthusiastic and taking the time to review your stay! Come back anytime!"
6407,98,"Had such a peaceful weekend! The most beautiful views! It was incredibly clean, and had everything we needed stocked so it made things easy. I can’t wait to go back again! The aesthetic was superb, well decorated. The linens/towels were abundant and great quality. A plus is the bed/pillows were very comfortable as well. Catherine is very quick to respond/super friendly and that was very helpful. Oh also we especially loved the location as it seemed off in the middle of nowhere with its views, but it actually was only a short drive to the grocery store and that was beyond convenient. It’s honestly the best place we’ve vacationed at in the NC mountains, it’s truly phenomenal. Worth every penny. We will definitely be back."
6408,98,"Claire, you and NIck are delightful and we cannot express how much your generous and thoughtful review means to us! Thank you for taking the time to share your experience in a detailed and positive way. We appreciate your staying with us and taking great care of the new cabin! Your stay directly helps support our farm as we recover from the impacts of the last few years and this means the world to us. Thank you and please come back anytime!"
6409,98,"If you’re lucky enough to find this, book it. The view is amazing! Attention to detail, great host."
6410,98,Y’all are great! We loved having you and appreciate your kind review and enthusiasm! Please come back anytime; we would love to have you!
6411,98,"This place was simply magical. It was the perfect getaway for the weekend. My husband and I woke up to beautiful views and private sunrises. Catherine was so kind and generous, super responsive. I would stay again!"
6412,98,Loved having you all and so very appreciate your kind words! Please come back anytime and maybe even try a different season! Thank you for staying with us!
6413,98,"Catherine is a fantastic host, and her place is absolutely breathtaking! The photos don’t even do it justice. I would absolutely recommend this place to anyone wanting to be off the grid but still have all the comforts of home as well. An unforgettable experience!"
6414,98,Thank you Jack for your generous review and support of our farm with your stay and purchases! You all make hosting fun for us and we hope to see you again someday!
6415,98,"This is the most beautiful farm with Mountain View’s. It is so peaceful and perfect! The tiny house is so nice and we loved it. The animals are so cool ..so much fun to watch!
We will be back!!"
6416,98,You all are so fun and ethusiastic! Thank you for sharing your experience and we hope you will return for splendid Spring weather!
6417,98,"i absolutely loved this spot. me and my girlfriend have made a hobby to secluded a little air B&Bs that are worth their price point and everything about this airbnb hit it perfectly. for us it’s easily top 8 of the hundreds we’ve been too. It is such a perfect romantic getaway spot. with great views and awesome trails to walk. and don’t forget to bring your pups because my dog absolutely loved the area it’s fenced it very well so both your furry kids and the local wildlife are safe. the kitchen is a little hard to work with but you’ll manage as i was able to make some good breakfast, lunch, and dinner with what’s in the kitchen area."
6418,98,"We had an amazing time at the farm! We had some unexpected snow causing some frozen pipes, but Catherine and her husband were so hospitable and generous, helping us with everything we needed to make it the most relaxing and enjoyable weekend!! If you’re looking for a getaway that’s close to things, but also so secluded and cozy, this is it! We will be back :)"
6419,98,Everything was perfect. The view is incredible and the farm is very peaceful. We would love to book again in the near future.
6420,98,"Absolutely beautiful spot. Very private location, honestly an incredible getaway. First day we walked around the farm, fished right on the farm and explored Waynesville. Second day we drove to Great Smokey Mountains and Blue Ridge Mountains. The view just from the cabin was worth it."
6421,98,"Amazing!! I feel blessed to have found this location. The whole experience from the day of booking till the day we left was 10/10!! I would recommend this to everyone that is looking to truly have some peace and tranquility. The views are stunning day and night!

Relaxing on the hammock at night looking at all the stars was definitely something we enjoyed! Even napping on the chairs outside during the day was very enjoyable because of waking up to those awesome views.

We enjoyed seeing our neighbors (the farm animals!) from a distance. The mangalitsa pigs is something you have to see in person! Always learning something new, never knew pigs like that existed!

Everything was clean, comfortable and perfect! We didn’t walk around the farm and explore but next time we will for sure!!

Location is perfect. Decent drive to go on hiking trails or going to explore Asheville.

Catherine is GREAT!!!! She went out of her way to talk to us the day we left. She made it that much more special!!"
6422,98,"The host, Catherine, was amazing . She was very responsive and met with us on arrival and explained everything provided a map ( the property is massive) and provided her personal number so that you could contact her with any needs. The hospitality alone made it worth it

The actual listing is amazing . This is the perfect getaway to escape your adult responsibilities and just relax. Absolutely somewhere I would go again.

P.S they have curly haired pigs that look like sheep…. lol !"
6423,98,"There are no words to describe how beautiful, peaceful, & serene Catherine’s place, 17°N, is. The cabin was super clean and had everything we needed. The view from the cabin is just breathtaking—mountains, the Pigeon River, and all of the farm animals grazing. Catherine was super helpful and quick in responding to my many questions. She even hand drew us a map of the property. It was great having full access to explore the property and fish the river. Love that the place is pet friendly and we could bring our pup! She loved exploring the grounds. The farm is in such a great location, secluded and quiet, yet close to the interstate, gas stations, stores, and restaurants. We even brought some Mangalitsa sausage home with us. Catherine made this process super easy. Great place, would definitely stay again!"
6424,98,Catherine met us at the gate when we arrived. She is extremely kind and her property is beautiful. We were very grateful to be able to stay in such a peaceful location. It was fun to meet all the animals on the property as well.
6425,98,"This is a little slice of heaven! You will not regret your stay here, the nature and view make it impossible to not relax and be completely happy. Unheard of views, animals everywhere to see while still pet friendly for your own fur babies, wonderful vacation, wonderful host !!! Nothing negative to say, we will be back every year!"
6426,98,Amazing spot! Beautiful and very clean. Kind service and hospitality
6427,98,"We had a great stay at Catherine’s cabin. It was clean, and the bed and linens were really comfortable! The farm and grounds were absolutely beautiful. The farm animals were really fun to watch and the views were amazing. Catherine was friendly and easy to communicate with. Highly recommend."
6428,98,You all are a joyful mother daughter team and we are so glad you enjoyed your stay and had the opportunity to meet you too. You make hosting fun for us! We hope you will consider another visit soon!
6429,98,Super pretty place to say. Beautiful views!
6430,98,"Such a great stay! The place was very clean and very accurate regarding the listing. The view was beautiful, Catherine was very helpful, and overall we’d love to come back!"
6431,98,"Waking up to coffee with amazing views and camp fires, close to a town with good dining, bistros and quaint shops nearby is what we hoped our mother, daughter trip would be about. This place was all that! The horses just outside our cabin in the morning added to the beautiful view. The cabin in the sky is beautifully decorated and impeccable. The bed and bedding is better than what you find in luxury hotels and the place has everything you need. The only thing we didn't anticipate was the steep, gravel road leading up to cabin. Going up was a bit nerve wracking for my 84 yr old mom but after a few trips up and down, she was fine and then it was...Wow... what a view! You will love the host too, Catherine was personable and accommodating to us during our stay. We highly recommend this place!"
6432,98,My pleasure to help you all with your luggage and thank you for being so delightful! I am impressed by the adventure you and your mother were on up from Florida! Thank you for your kind and informative review and for helping support our farm. We hope you will consider another visit in the future.
6433,98,Beautiful spot and very clean!
6434,98,Pictures don’t do it justice. The home is beautiful and are perfect for a nice little getaway.
6435,98,Thank you for your kind review and we are thrilled that you enjoyed your stay! Please come back anytime!
6436,98,"We could not have been more thrilled with our stay. The views left us speechless, we loved having farm animals as our only neighbors, and the cabin was clean, spacious, and has great proximity to restaurants, breweries, and hiking spots. Catherine is a wonderful host and really thought of everything to make our experience enjoyable and relaxing. We have already recommended this place to so many of our friends and family and can't wait to book here again!"
6437,98,"Kyle you are all dream guests and it thrills us to share our farm and new cabin with folks who are firendly, excited and appreciative! Truly y'all are great and we would love for you to return for another visit some time soon! Thank you for staying with us and helping support the farm and for taking the time to write such a generous review!"
6438,98,"FANTASTIC! Beautiful views, excellent host, and impeccable cleanliness. Great location for sightseeing (Biltmore, Cataloochee Valley, Waynesville, etc.), but you may choose to spend most of your time at this lovely location. We are looking forward to returning soon."
6439,98,You all were amazing! We cannot thank you enough for taking such amazing care of the new cabin and for writing such a generous review! Thank you for taking the stress and worry out of hosting. We are so glad to meet friendly exuberant people; you make it fun! We hope to see you again soon Justin! Cheers!
6440,98,This place was absolutely amazing. Perfectly clean and had everything you needed for a cozy get away. Catherine encouraged us to explore the farm which was awesome. There are nice chairs around the property and the views are incredible. Would absolutely recommend and hopefully return !!
6441,98,Hi Allie! We are thrilled you enjoyed your stay and are honored to entertain the idea of hosting a wedding or private event! Simply reach out with details and we will work with you to tailor a custom event. Thank you for considering us! Come back soon!
6442,98,"This place is phenomenal! It was exactly what we needed. We wanted a view, seclusion and a place that we could just enjoy each other for our 5th anniversary. The view was unmatched. Catherine was so upbeat and pleasant when we arrived and did a full walk through explaining anything we may have had questions with. We walked the farm and went down to the creek/River and enjoyed all of it. There really are no words — go and see for yourself! We will be returning ♥️"
6443,98,You all were just glowing when you arrived and I am so glad to have played a special part in your 5th anniversary! Thank you for writing such a generous review and for taking such amazing care or our new cabin. We look forward to seeing you again!
6444,98,"Beautiful, beautiful, beautiful. Could not recommend more. Great host!"
6445,98,"Catherine was a wonderful host. Breath taking views, calm and peaceful property, and surrounded by animals. Don’t look any further, this is the perfect spot for a getaway!"
6446,98,Jason you all were so wonderful to trust our listing and book without any reviews! Thank you for taking such great care of the new cabin and for helping support our farm! Thank you too for taking the time to share your experience in a wonderful way! We loved having you and hope you will consider us again in the future. Cheers!
6447,98,Catherine was so amazing. The communication was perfect. The property is absolutely beautiful. Will definitely stay here again.
6448,100,"We stayed here while visiting family in Pittsboro for a long weekend. The accommodations where exactly what we were looking for. David & Alicia provide a fantastic get away with a beautiful location. It is easy to see how much care went into creating this perfect 1 bedroom home away from home. Everything was clean & tidy, and well cared for. David availed himself to us to reach out if we needed anything and his communication was thorough and timely. We will stay here again and recommend to anyone who is looking for a place close to Chapel Hill area to give it a try."
6449,100,"We stayed here for 2 nights and loved our time here! We came after a busy wedding weekend and it was a great place to relax. We enjoyed the short trail walk to the creek from the house and appreciated the quiet. Our dog loved being off leash and hiking around the property with us. The property is beautiful and in a peaceful, secluded area. The house is very easy to get to from Chapel Hill as it’s a straight shot down Jones Ferry Rd. David checked us in even though we arrived late at about 8pm. He showed us around the property briefly. David provided us with essentials such as good coffee, oatmeal, and tea. We will definitely be back!"
6450,100,Perfection!
6451,100,I really enjoy this spot and can't wait to return again! Amazing host and location.
6452,100,"This has to be one of the most beautiful settings for an Airbnb we’ve stayed at. Peaceful quite woods, big trees, bubbling fountains out the window. The architecture of the place is unique, everything was very comfortable and felt very private. Kitchen and bathroom had everything we needed, bed was comfy. The 10 acres of grounds were peaceful and we enjoyed a morning walk in the woods with our coffees. David was super friendly and welcoming and we were lucky enough to get to chat with him a bit and he had so much great info about the area and the property, it really made our stay there feel very special. Highly recommend and I suspect we’ll be back!"
6453,100,"This place is the definition of serenity! David is an integral part of the experience, and he was one of the best hosts I’ve encountered on Airbnb. The house is perfect for a getaway or even a one night stay. I was lucky enough to spend some time on the land and it was truly a wonderful experience. The architecture and engineering of the property is marvelous, so be sure to get into all the details. David is like a family member, I’ll definitely be back the next time I’m in town!"
6454,100,"Great location, beautiful house, wonderful host. This was a great experience and a perfect place to get away. Highly recommend!"
6455,100,"I cannot say enough wonderful things about David and Forest Garden! I came for rest, restoration, and to inspire more creativity in my work. Forest Garden is the most beautiful, magical place! David is so dedicated to stewarding the land and is probably the most wonderful and accommodating Air Bnb host I've ever experienced. I will most certainly be back!"
6456,100,"A little piece of Heaven! David greeted us, gave a tour of the property and lots of interesting history on the place. Our space was beautiful and peaceful, well appointed and comfortable in every way. Super comfortable bed!
The surrounding grounds are spectacular, lovely walking paths through woods.
Perfection! I wish we could have stayed longer !"
6457,100,"Lovely house, lovely garden, lovely host. Even on a cold, rainy day, this place felt warm and inviting. The host provided everything we might need, and then some. We loved the furniture, the art and well curated book selection, the architectural embellishments, the fields of blooming Lenten roses surrounding the house, the peace and quiet. Chapel Hill and its wonderful restaurants are just fifteen minutes down the road. We won't hesitate to book this Airbnb the next time we are in the area. Wish we could have stayed longer."
6458,100,"‘Forest Garden’ is a gem, nestled in a field of Lenten roses, with garden water features creating an experience for all the senses when entering the lovely cottage. The beautifully detailed interior spaces, with views of nature in every direction, are well appointed and include all the comforts of home. David is a generous host, welcoming and a joy to talk with. We look forward to visiting again for more than one night!"
6459,100,"Retreat is the right word for this beautiful cottage in the woods! If you are looking for a place to feel renewed and inspired, David’s cottage is a great choice. I loved the attention to detail and beautiful design, and David is a host extraordinaire. I came for a solo retreat, to journal and take space from my family life, and it was just the quiet and rejuvenation I was needing. My only regret was not booking for more nights!"
6460,100,Hidden gem! Can’t wait to return. Very peaceful place to disconnect and decompress. The host was great and the ground was beautiful! It has everything you need.
6461,100,My Fiancé and I had the best time at David’s place. We brought our Goldendoodle and David was super accommodating. My fiancé described this place and magical and the best valentines getaway. We will definitely be coming back.
6462,100,Absolutely stunning property and house! The pictures do not do this place justice. I will definitely be back!
6463,100,"If you’re looking for solitude and a quiet place to reconnect with nature and yourself, this is the perfect place. Beautiful setting for this architectural stunner. David was an attentive host; filling us in on the history of the property and the surrounding area. He immediately made us feel comfortable and welcome.
Our three day visit went too fast!
Oscar (our mini schnauzer) is going to miss those morning nature walks."
6464,100,Absolutely fantastic place! I found my 2nd home! Lol! Definitely plan to return in the spring or summer to take advantage of the trails and forest.
6465,100,"If you’re deliberating on booking, STOP! GO ahead and book!! Such a beautiful, artful, healing space. More than I could have ever imagined!!"
6466,100,Had a lovely weekend stay at the forest retreat.
6467,100,Both the guest house and the location were a dream. The house is spotless (and very tastefully appointed) and it abuts a beautiful and serene forest with trails alongside a stream. David was a fantastic host. A totally perfect stay.
6468,100,"David's listing was so inviting and relaxing from the moment we stepped out of our car. He was a wonderful host and was very quick in responding to us for anything we needed. The kitchen had everything one needs to make a meal and David was very thoughtful and generous with the snacks, coffee, tea and breakfast items left for us. The bed was comfortable and the shower much bigger than it looks in the picture and the entire home is clean, comfortable, surprisingly spacious, and aesthetically and architechturaly beautiful. The surrounding grounds and pathways through the woods are indeed magical and incredibly peaceful. It was a wonderful opportunity to stay in such a lovely and private home and still be close enough to explore all that the Chapel Hill and surrounding area offers. I would love to come here again soon!"
6469,100,Arguably the most beautiful and relaxing Airb we've been to. Thanks David!
6470,100,"All good, Jack. And I hope to have your and Grace’s company again. Also, thanks for the invite to visit when in Austin."
6471,100,An outstanding experience. David is an outstanding host and we very much appreciate the time he took to answer any/all questions we had about the surrounding area. David's dedication to the property shows in the attention to detail throughout the one bedroom retreat. Anyone looking for a quick escape for some quiet time with nature will appreciate staying here.
6472,100,"It’s always nice to get off the beaten path and David’s garden cottage gives you the rare chance to do so without sacrificing any amenities. Nestled into the woods, it’s akin to stepping into the pages of your favorite story book. Highly recommended and worth any extra miles it may add to your journey."
6473,100,We had a great stay! David was a wonderful host and the place was beautiful. Highly recommend!!!
6474,100,This quiet getaway is just as described/pictured! You can't go wrong if you're looking for a quiet getaway. The short trail down to the creek is so peaceful and it was a great way to relax and get out of the city for a night!
6475,100,"David was a tremendous and caring host for my family and me. He was inviting, proactive, and generous with his knowledge and time. The home was beautiful, with intriguing details and set in an idyllic forest. We will certainly be returning to this peaceful and welcoming place. Thank you, David!"
6476,100,David was so sweet and very accommodating. We can't wait to come back!!
6477,100,"An architectural gem with a touch of whimsy. Plus, it's DOG FRIENDLY!

First of all, David is a friendly host who responded to our inquiries quickly. The cottage is remarkable! The construction quality and interior mill-work are simply amazing! This is not an ordinary cottage.

The cottage is a nice size and very well equipped. David doesn't want dogs on the furniture, but he thoughtfully provides a sofa cover so you dog can snuggle with you on the couch while you read a book. The small kitchen has mini-appliances (stove/range, refrigerator, and dishwasher) plus all the necessary dishes, pots and pans. The bathroom is larger than it looks in the pictures, as is the corner shower.

Situated on a large wooded lot, there is walking trail on the property. Our dog enjoyed walking in the woods. Even though the cottage shares property with David's house (a short walk away and visible through the back windows), it is a quiet, relaxing, and private retreat."
6478,100,amazing place. amazing host. amazing stay.
6479,100,"What a magical place, and so wonderful for our two dogs too run around. It was perfect, and very close to restaurants and dog parks and shopping in a beautiful area of NC. Definitely returning!"
6480,100,Loved our short stay at David’s place! David was very communicative!
6481,100,"Though our stay was short, it was well worth the stop. Forest Garden is serene and picturesque, an artful delight surrounded by natural beauty."
6482,100,Very peaceful stay. David was an excellent host. We loved being so close to nature!
6483,100,"The cottage was beautiful and peaceful, with plenty of room for my dog to explore off-leash! David was a wonderful host."
6484,100,Best host we have had! So much better than a hotel. The place is beautiful and engineered to bring nothing but relaxation and a break from the noisy city. Our host was kind to supply everything you could want for coffee and a good breakfast which came in handy for us as we flew into town and didn’t bring anything like that. We slept very well being secluded and woke up refresh to take an easy hike around the property that was beautiful. We hope to be fortunate to travel to North Carolina and stay here again.
6485,100,"We simply must stay here again. Best air bnb experience we’ve both had. David is a spectacular and kind host, capable of being sociable or giving us space when we wanted it. The property is gorgeous and David did us the favor of giving us a tour of its various features and buildings. We were celebrating a birthday and he took this into account when greeting us at check in (very sweet) The space itself is peaceful and clean and the kitchen is fully stocked. Very quiet. The walk on the path through the woods was pleasant even with the rain. Perfect escape from family chaos during the holiday :-) 10/10"
6486,100,"Check in was flawless, cottage was cozy and quaint. Perfect for a romantic getaway."
6487,100,"David's Forrest Garden is stunning, spacious, and serene. The home has everything you need and more for a comfortable stay. We stopped for two nights on our way from FL to VA. We visited with friends nearby. I would love to return for a meditation retreat. The tranquility and surrounding nature were an uncommon treat from our city lives. There is a little nature trail on the property too. David is genuinely a hospitalitarian. He welcomed us in and checked to see we had everything we needed. All of these were already thought of and provided, such as tea, coffee, cream, and breakfast items. The kitchen and bathroom were fully stocked, and the home was clean and beautiful."
6488,100,"We live in the area and sought a retreat from our usual bustle/grind and this was a wonderful place to land. Incredibly unique and stunning details, lovely forest to walk in and a very quick jaunt to Carrboro and Pittsboro for delightful meals. Highly recommend!"
6489,100,"David was the consummate host. His property is gorgeous, with natural wooded settings and serene views from every window. The house is perfectly appointed with every necessity and thoughtful detail. Those who appreciate good construction and architecture will revel in staying here. The space affords peaceful contemplation and feels worlds away from the bustle of nearby towns. David offered us perfect recommendations for brunch and was so helpful in getting us settled in on our first night. He gave us plenty of privacy, but was always readily available when needed. We loved our honeymoon stay here, and would love to return in the future!"
6490,100,"This elegant, amazing stay is beautiful and peaceful!"
6491,100,"Very tranquil, very clean, very beautiful space. I came here for a solo retreat to do some writing, and it was really the perfect spot to do some focused work and get inspired by nature. The bed was comfortable and I slept really well. The kitchen had everything I needed- and more! If you are looking for a peaceful, quiet place that feels remote but is actually very close to many wonderful offerings in the triangle area, this is your spot!"
6492,100,"The Forest Garden is a beautifully built space on a beautiful property. We loved spotting the frogs before they jumped into the pond. Perfect getaway, but still conveniently located - easy to get around to nearby towns and events. Highly recommend!"
6493,100,"Wonderful, peaceful, magical spot in the woods between Pittsboro and Chapel Hill. We would be happy to stay there again!"
6494,100,Very clean and nice property. The craftsmanship inside the unit is impressive. This includes the hardwood floors and crown moldings. Nice amenities included. Our biggest concern is that if you stay in this unit be prepared to decompress from electronics. Satellite WiFi is poor and sporadic. No TV in the unit which is fine but cannot use tablets or phones due to poor internet. Cell service is one bar too at least on ATT. Host is great and very responsive to your needs.
6495,100,"Hello, Bruce. I'm checking in with you after investigating with HughesNet, my satellite-based internet provider, about the connectivity issues you encountered while staying at Forest Garden, Their answer was that the account had exceeded its data limits, and as a result connection slowed to a crawl. What they failed to do was message that I needed to purchase additional data to restore what speed their service can provide!!! I'm upset both for your inconvenience as well as mine. When the service runs at the allowable speeds (25+ MbS) one can readily send/receive email; Zoom; and run videos, albeit not in HD (high definition). At the time you reported the lack of access it didn't occur to me that it was a deliberate slowing of service, something that could have been remedied within a few minutes. My deepest apologies."
6496,100,"This place is magical! From David’s kindness and hospitality to the charming cottage, thoughtful details, and serene forest setting, you couldn’t ask for a more peaceful getaway. Just a short drive into Carrboro, Cary, or Chapel Hill if you want to take advantage of fun shopping and great restaurants. Or just stroll through the surrounding forest and keep an eye out for all the wonderful “Easter eggs” like the butterfly benches by the creek or the gathering of angelic figurines. I will definitely be back!"
6497,100,This place is absolutely idyllic and David was a wonderful host. Definitely would stay again!
6498,100,"An absolute dream of a getaway for myself, my husband, and our two dogs. Forest Garden is a magical space of healing, and David is a wonderful host. We hope to return!"
6499,100,Forest Garden is a beautiful and healing space! David is an incredible host. David has such a great attention to detail. I did not want for anything! Thank you so much
